filename,label,filepath,label_id
000_003_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\000_003_f0.jpg,0
000_003_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\000_003_f1.jpg,0
000_003_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\000_003_f2.jpg,0
000_003_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\000_003_f3.jpg,0
000_003_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\000_003_f4.jpg,0
001_870_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\001_870_f0.jpg,0
001_870_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\001_870_f1.jpg,0
001_870_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\001_870_f2.jpg,0
001_870_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\001_870_f3.jpg,0
001_870_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\001_870_f4.jpg,0
002_006_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\002_006_f0.jpg,0
002_006_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\002_006_f1.jpg,0
002_006_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\002_006_f2.jpg,0
002_006_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\002_006_f3.jpg,0
002_006_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\002_006_f4.jpg,0
003_000_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\003_000_f0.jpg,0
003_000_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\003_000_f1.jpg,0
003_000_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\003_000_f2.jpg,0
003_000_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\003_000_f3.jpg,0
003_000_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\003_000_f4.jpg,0
004_982_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\004_982_f0.jpg,0
004_982_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\004_982_f1.jpg,0
004_982_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\004_982_f2.jpg,0
004_982_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\004_982_f3.jpg,0
004_982_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\004_982_f4.jpg,0
005_010_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\005_010_f0.jpg,0
005_010_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\005_010_f1.jpg,0
005_010_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\005_010_f2.jpg,0
005_010_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\005_010_f3.jpg,0
005_010_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\005_010_f4.jpg,0
006_002_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\006_002_f0.jpg,0
006_002_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\006_002_f1.jpg,0
006_002_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\006_002_f2.jpg,0
006_002_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\006_002_f3.jpg,0
006_002_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\006_002_f4.jpg,0
007_132_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\007_132_f0.jpg,0
007_132_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\007_132_f1.jpg,0
007_132_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\007_132_f2.jpg,0
007_132_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\007_132_f3.jpg,0
007_132_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\007_132_f4.jpg,0
008_990_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\008_990_f0.jpg,0
008_990_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\008_990_f1.jpg,0
008_990_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\008_990_f2.jpg,0
008_990_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\008_990_f3.jpg,0
008_990_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\008_990_f4.jpg,0
009_027_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\009_027_f0.jpg,0
009_027_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\009_027_f1.jpg,0
009_027_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\009_027_f2.jpg,0
009_027_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\009_027_f3.jpg,0
009_027_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\009_027_f4.jpg,0
010_005_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\010_005_f0.jpg,0
010_005_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\010_005_f1.jpg,0
010_005_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\010_005_f2.jpg,0
010_005_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\010_005_f3.jpg,0
010_005_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\010_005_f4.jpg,0
011_805_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\011_805_f0.jpg,0
011_805_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\011_805_f1.jpg,0
011_805_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\011_805_f2.jpg,0
011_805_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\011_805_f3.jpg,0
011_805_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\011_805_f4.jpg,0
012_026_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\012_026_f0.jpg,0
012_026_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\012_026_f1.jpg,0
012_026_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\012_026_f2.jpg,0
012_026_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\012_026_f3.jpg,0
012_026_f4.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\012_026_f4.jpg,0
013_883_f0.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\013_883_f0.jpg,0
013_883_f1.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\013_883_f1.jpg,0
013_883_f2.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\013_883_f2.jpg,0
013_883_f3.jpg,Deepfakes,Dataset/FF++C32-Frames\Deepfakes\013_883_f3.jpg,0
